time(ns),x,y,z,qw,qx,qy,qz
1718164471800684032,-52.5978,636.593,14.4297,0.353636,-0.0099706,-0.00813389,-0.935295
1718164471900654080,-52.9748,636.263,14.4362,0.356694,-0.0096559,-0.00867518,-0.934131
1718164472000598016,-53.3501,635.932,14.4411,0.359755,-0.00972969,-0.00928785,-0.93295
1718164472100540928,-53.7229,635.598,14.446,0.362669,-0.0101577,-0.0102638,-0.931806
1718164472200488960,-54.0935,635.259,14.4528,0.365328,-0.0101746,-0.00975477,-0.930772
1718164472300425984,-54.4636,634.917,14.4588,0.367654,-0.00947214,-0.00957217,-0.929865
1718164472400340992,-54.8333,634.574,14.4635,0.370262,-0.00860186,-0.00941881,-0.92884
1718164472500260096,-55.2016,634.229,14.4681,0.372757,-0.00758673,-0.00927704,-0.927851
1718164472600180992,-55.5678,633.881,14.4746,0.375106,-0.00646546,-0.0089488,-0.926916
1718164472700104960,-55.9303,633.532,14.4802,0.377431,-0.00603067,-0.00849684,-0.925979
1718164472800017920,-56.2905,633.182,14.4835,0.37992,-0.00600857,-0.00844855,-0.924961
1718164472899943936,-56.649,632.83,14.4853,0.382359,-0.00599905,-0.00811396,-0.923959
1718164472999901952,-57.0063,632.476,14.4863,0.384407,-0.00584729,-0.0081681,-0.923109
1718164473099878912,-57.3624,632.12,14.4883,0.386498,-0.00538266,-0.00794607,-0.922241
1718164473199883008,-57.7171,631.762,14.491,0.388657,-0.00461168,-0.00739603,-0.921341
1718164473299907072,-58.0697,631.402,14.4935,0.39049,-0.00400967,-0.00667883,-0.920574
1718164473399955968,-58.4223,631.045,14.495,0.391878,-0.00356027,-0.00717854,-0.919982
1718164473500019968,-58.775,630.686,14.4954,0.393336,-0.00280994,-0.00767704,-0.919358
1718164473600101120,-59.1269,630.326,14.4949,0.394862,-0.00184729,-0.00807143,-0.918703
1718164473700204032,-59.4757,629.964,14.4935,0.396275,-0.00126435,-0.00776271,-0.918098
1718164473800322048,-59.8229,629.599,14.4919,0.397575,-0.000661077,-0.00737292,-0.91754
1718164473900427008,-60.1702,629.236,14.4911,0.399152,0.00010999,-0.00743824,-0.916855
1718164474000538112,-60.5148,628.871,14.4888,0.400809,0.000345628,-0.00739529,-0.916132
1718164474100664064,-60.8575,628.504,14.4856,0.402288,0.000449604,-0.00709225,-0.915486
1718164474200775936,-61.1998,628.136,14.4817,0.403949,0.000881317,-0.00708711,-0.914754
1718164474300851968,-61.5399,627.769,14.478,0.406159,0.000839919,-0.00784263,-0.913768
1718164474400901120,-61.8759,627.401,14.4761,0.408881,0.000245226,-0.00829376,-0.91255
1718164474500932096,-62.2075,627.028,14.4749,0.411746,-0.000239548,-0.00795799,-0.911264
1718164474600944128,-62.5349,626.652,14.4717,0.414924,-0.000928616,-0.00717893,-0.909827
1718164474700943104,-62.8592,626.274,14.4657,0.418529,-0.00186384,-0.00690045,-0.908175
1718164474800941056,-63.1831,625.894,14.4628,0.422606,-0.00170602,-0.00710776,-0.906284
1718164474900937984,-63.5042,625.511,14.464,0.427116,-0.000796649,-0.00700408,-0.904169
1718164475000934912,-63.8188,625.124,14.4648,0.432352,-0.000345387,-0.00714677,-0.901676
1718164475100931072,-64.1257,624.734,14.4637,0.438585,-0.000557115,-0.00701779,-0.898662
1718164475200924928,-64.4251,624.338,14.461,0.445439,-0.00088976,-0.0069463,-0.895285
1718164475300924928,-64.7175,623.938,14.4584,0.452936,-0.00126431,-0.00678874,-0.891516
1718164475400925952,-65.0042,623.537,14.4577,0.460998,-0.00140877,-0.00825162,-0.887362
1718164475500926976,-65.281,623.13,14.4586,0.469797,-0.00198445,-0.00921747,-0.882724
1718164475600933888,-65.5488,622.718,14.4599,0.479051,-0.00270946,-0.0107702,-0.877717
1718164475700930048,-65.8044,622.3,14.4604,0.488687,-0.00438987,-0.0114158,-0.872374
1718164475800914944,-66.0476,621.872,14.4603,0.498739,-0.00584153,-0.010934,-0.866663
1718164475900890880,-66.2871,621.437,14.4613,0.509515,-0.0045589,-0.0113652,-0.860375
1718164476000883968,-66.5161,620.996,14.4644,0.520641,-0.00341688,-0.0113911,-0.853693
1718164476100888064,-66.7337,620.549,14.4688,0.53169,-0.00199798,-0.0119963,-0.846852
1718164476200891904,-66.9405,620.096,14.4741,0.542941,-0.000402444,-0.0123087,-0.83968
1718164476300896000,-67.1286,619.634,14.4761,0.553804,-8.65321e-05,-0.0107748,-0.832577
1718164476400880896,-67.3065,619.168,14.4704,0.564685,-0.000253874,-0.0106146,-0.825238
1718164476500864000,-67.4724,618.694,14.4688,0.575325,0.00013016,-0.00895685,-0.817876
1718164476600861952,-67.6285,618.214,14.4719,0.585138,0.00116218,-0.00784729,-0.810895
1718164476700860928,-67.7778,617.731,14.474,0.594618,0.00225466,-0.00793075,-0.803966
1718164476800867072,-67.917,617.244,14.4726,0.603497,0.00241844,-0.0082693,-0.797318
1718164476900869120,-68.0449,616.753,14.4666,0.61171,0.00169052,-0.00909203,-0.791028
1718164477000858112,-68.1608,616.255,14.4616,0.619509,0.00045527,-0.00855928,-0.784942
1718164477100844032,-68.2682,615.752,14.4603,0.626929,-0.000223161,-0.0079266,-0.779036
1718164477200812032,-68.3713,615.245,14.4603,0.634543,-0.000220952,-0.00851025,-0.772841
1718164477300787968,-68.4648,614.733,14.4599,0.642217,-0.000289386,-0.00889977,-0.766471
1718164477400783104,-68.5494,614.215,14.4581,0.649552,0.000204752,-0.00906691,-0.760263
1718164477500766976,-68.6229,613.692,14.4552,0.656809,0.000520327,-0.0086791,-0.754006
1718164477600758016,-68.6878,613.161,14.453,0.664115,0.00201149,-0.0075873,-0.747589
1718164477700769024,-68.742,612.625,14.4516,0.671136,0.00333013,-0.00583798,-0.741304
1718164477800794112,-68.7912,612.084,14.4478,0.677555,0.00555326,-0.00574497,-0.735429
1718164477900794112,-68.8313,611.543,14.4431,0.683653,0.00620578,-0.00542544,-0.729761
1718164478000784896,-68.8614,611,14.4384,0.689166,0.00574479,-0.00618605,-0.724555
1718164478100777984,-68.883,610.456,14.4327,0.694373,0.00409798,-0.007232,-0.719568
1718164478200771072,-68.8983,609.91,14.4259,0.698929,0.00229466,-0.00898068,-0.715131
1718164478300749056,-68.9138,609.361,14.4166,0.703363,0.00119826,-0.0124407,-0.710721
1718164478400741888,-68.9167,608.805,14.4144,0.707183,-0.000161249,-0.012589,-0.706919
1718164478500739072,-68.9129,608.243,14.4171,0.710396,-0.000292357,-0.0117754,-0.703704
1718164478600711936,-68.9061,607.676,14.4201,0.713405,0.000123172,-0.0104842,-0.700674
1718164478700686080,-68.8968,607.108,14.421,0.715933,0.000508787,-0.0098136,-0.6981
1718164478800668928,-68.8841,606.538,14.4218,0.71781,0.000410734,-0.0093429,-0.696176
1718164478900643072,-68.8696,605.966,14.4229,0.719226,0.000662386,-0.00887216,-0.694719
1718164479000608000,-68.8559,605.392,14.4222,0.720425,0.00100579,-0.0091864,-0.693471
1718164479100573952,-68.8401,604.818,14.4205,0.721207,0.000506337,-0.00960246,-0.692653
1718164479200549120,-68.8224,604.241,14.4203,0.721467,0.000304127,-0.00946871,-0.692384
1718164479300502016,-68.8056,603.661,14.4203,0.721707,0.000584072,-0.00943523,-0.692134
1718164479400454912,-68.7897,603.08,14.4199,0.721822,0.000589111,-0.00967072,-0.692011
1718164479500421888,-68.7717,602.497,14.4204,0.721635,0.000188941,-0.00941801,-0.69221
1718164479600380928,-68.7556,601.913,14.4208,0.721536,0.00045643,-0.00958324,-0.692311
1718164479700338944,-68.7391,601.327,14.4206,0.721604,0.000400175,-0.00955207,-0.69224
1718164479800315904,-68.7234,600.74,14.4205,0.721515,0.000367165,-0.00983655,-0.692328
1718164479900299008,-68.7067,600.15,14.4214,0.721303,0.00042451,-0.00964154,-0.692552
1718164480000274944,-68.691,599.559,14.4218,0.721268,0.000717291,-0.00980638,-0.692586
1718164480100242944,-68.6756,598.968,14.4221,0.721289,0.00050499,-0.0101664,-0.692559
1718164480200220928,-68.6588,598.376,14.4236,0.721044,-6.17997e-05,-0.0102701,-0.692813
1718164480300187904,-68.6418,597.782,14.4245,0.721075,-0.000298952,-0.0102947,-0.69278
1718164480400142080,-68.6249,597.184,14.4241,0.721416,-0.000194575,-0.00991976,-0.692431
1718164480500121088,-68.6066,596.586,14.4239,0.72154,-0.000117076,-0.00922159,-0.692311
1718164480600096000,-68.5892,595.985,14.4258,0.721822,0.00044449,-0.00887381,-0.692021
1718164480700067072,-68.5692,595.384,14.4274,0.722303,0.000501658,-0.00813442,-0.691528
1718164480800061952,-68.5516,594.781,14.4256,0.722629,0.00117983,-0.00869312,-0.69118
1718164480900051968,-68.5315,594.178,14.424,0.722962,0.000751184,-0.00840916,-0.690836
1718164481000046080,-68.5071,593.576,14.4245,0.723336,-0.00066937,-0.00848048,-0.690444
1718164481100040960,-68.4829,592.971,14.4258,0.723804,-0.00173314,-0.00844866,-0.689952
1718164481200040960,-68.4647,592.364,14.4237,0.724118,-0.000758106,-0.00976934,-0.689606
1718164481300035072,-68.4487,591.755,14.4201,0.724571,0.000385522,-0.0111719,-0.689109
1718164481400049920,-68.4234,591.142,14.4233,0.724684,0.000863724,-0.00992146,-0.689009
1718164481500038912,-68.3964,590.531,14.4275,0.724828,0.00037487,-0.00898624,-0.688871
1718164481600029952,-68.371,589.92,14.4275,0.724933,-0.000754299,-0.00927357,-0.688756
1718164481700028928,-68.3476,589.309,14.4258,0.724726,-0.00162998,-0.00993976,-0.688964
1718164481800032000,-68.3258,588.695,14.426,0.724243,-0.00138792,-0.0103224,-0.689466
1718164481900014080,-68.3053,588.078,14.4291,0.724082,-0.000773451,-0.0101669,-0.689639
1718164482000008960,-68.2839,587.46,14.4323,0.723803,-0.000262368,-0.00980327,-0.689937
1718164482100011008,-68.2621,586.841,14.4342,0.723349,-0.000225738,-0.00949511,-0.690417
1718164482200005888,-68.2418,586.223,14.4353,0.723034,-0.000197818,-0.00967814,-0.690744
1718164482299996928,-68.2217,585.603,14.4367,0.722853,-0.000337347,-0.00970888,-0.690934
1718164482399986944,-68.2025,584.982,14.4375,0.722485,-3.75577e-06,-0.00962946,-0.69132
1718164482499976960,-68.1852,584.36,14.4377,0.722234,0.000558971,-0.00999151,-0.691577
1718164482599988992,-68.1685,583.737,14.4387,0.722137,0.000926259,-0.0104617,-0.691671
1718164482700033024,-68.1507,583.113,14.4408,0.721902,0.00119584,-0.0106094,-0.691913
1718164482800077056,-68.1325,582.491,14.4414,0.721687,0.00101512,-0.010917,-0.692133
1718164482900120064,-68.115,581.869,14.4421,0.721615,0.000544837,-0.011586,-0.692198
1718164483000180992,-68.0957,581.249,14.445,0.721462,-0.00105799,-0.0123693,-0.692342
1718164483100256000,-68.08,580.628,14.4486,0.721262,-0.00111689,-0.0138205,-0.692524
1718164483200332032,-68.0654,580.002,14.4504,0.72129,7.67712e-05,-0.0136437,-0.692499
1718164483300429056,-68.0496,579.373,14.4514,0.721115,0.00183021,-0.0125401,-0.6927
1718164483400531968,-68.0314,578.744,14.4568,0.720896,0.00339047,-0.0105618,-0.692954
1718164483500625920,-68.0178,578.12,14.4606,0.720936,0.00482604,-0.0109705,-0.692898
1718164483600720896,-68.0042,577.499,14.4581,0.720931,0.00419433,-0.0125318,-0.692881
1718164483700816896,-67.9887,576.879,14.4548,0.720636,0.00337939,-0.0139824,-0.693165
1718164483800862976,-67.973,576.257,14.4548,0.720797,0.00350836,-0.0144935,-0.692986
1718164483900884992,-67.9594,575.631,14.4564,0.720965,0.00518851,-0.0145687,-0.692799
1718164484000901888,-67.9427,575.007,14.4584,0.720871,0.00561486,-0.01396,-0.692906
1718164484100892928,-67.9281,574.384,14.4598,0.720866,0.00632365,-0.0149035,-0.692886
1718164484200876032,-67.9117,573.762,14.4615,0.72108,0.00619578,-0.014997,-0.692661
1718164484300848896,-67.891,573.144,14.4603,0.721019,0.00409766,-0.0158503,-0.692722
1718164484400849920,-67.8688,572.525,14.4601,0.721219,0.00221143,-0.0157466,-0.692525
1718164484500826112,-67.8494,571.9,14.4619,0.721423,0.00285085,-0.0149118,-0.692328
1718164484600783872,-67.8318,571.273,14.463,0.721613,0.0038665,-0.0136523,-0.692151
1718164484700771072,-67.8076,570.645,14.4675,0.721449,0.00446276,-0.0110793,-0.692365
1718164484800736000,-67.7832,570.018,14.4691,0.72156,0.0042908,-0.00905622,-0.692279
1718164484900702976,-67.7611,569.394,14.4662,0.72161,0.00340597,-0.00835686,-0.692241
1718164485000685056,-67.7397,568.769,14.4624,0.721437,0.00276795,-0.00812997,-0.692427
1718164485100641024,-67.72,568.142,14.4598,0.721403,0.00270476,-0.00778339,-0.692466
1718164485200606976,-67.7002,567.515,14.4567,0.721263,0.00219894,-0.00761236,-0.692616
1718164485300564992,-67.6813,566.887,14.4538,0.721067,0.00210209,-0.0077166,-0.692819
1718164485400517120,-67.6626,566.256,14.4511,0.720968,0.00217115,-0.00727644,-0.692927
1718164485500476928,-67.645,565.626,14.4482,0.720718,0.00217575,-0.00732528,-0.693186
1718164485600427008,-67.6266,564.996,14.446,0.720459,0.00158754,-0.00734388,-0.693457
1718164485700372992,-67.6076,564.366,14.4441,0.720276,0.000588077,-0.00750916,-0.693647
1718164485800317952,-67.5906,563.735,14.4418,0.720005,-0.000217056,-0.00808439,-0.693922
1718164485900260096,-67.5727,563.105,14.4402,0.719772,-0.00140034,-0.00833644,-0.694159
1718164486000207104,-67.5546,562.474,14.441,0.719531,-0.00246439,-0.00843568,-0.694404
1718164486100153088,-67.5367,561.842,14.4431,0.719318,-0.00318754,-0.00787406,-0.694629
1718164486200104960,-67.5226,561.21,14.4441,0.71906,-0.002542,-0.00789013,-0.694898
1718164486300060928,-67.5073,560.577,14.4451,0.718921,-0.00209853,-0.0069518,-0.695054
1718164486400023040,-67.4932,559.945,14.4475,0.718636,-0.000824107,-0.00601925,-0.69536
1718164486499983104,-67.4809,559.315,14.4493,0.718509,0.000217595,-0.00571117,-0.695494
1718164486599938048,-67.4722,558.69,14.4486,0.718444,0.00119827,-0.00686064,-0.69555
1718164486699920896,-67.4592,558.067,14.4465,0.718266,0.000713539,-0.00698888,-0.695733
1718164486799924992,-67.4447,557.446,14.4437,0.718017,0.000202574,-0.00700005,-0.695991
1718164486899948032,-67.4315,556.824,14.4415,0.717947,0.000429256,-0.0064252,-0.696068
1718164486999998976,-67.4211,556.205,14.4402,0.717698,0.00109396,-0.00627041,-0.696326
1718164487100077056,-67.4115,555.591,14.4403,0.717286,0.00127761,-0.00688579,-0.696744
1718164487200157952,-67.3986,554.978,14.4403,0.716999,0.000418543,-0.0066219,-0.697043
1718164487300271104,-67.3861,554.367,14.4376,0.71662,-1.75453e-05,-0.00606955,-0.697437
1718164487400396032,-67.3763,553.758,14.4337,0.716116,0.000127503,-0.00575591,-0.697957
1718164487500496896,-67.3689,553.151,14.4325,0.715835,0.000811658,-0.00553101,-0.698247
1718164487600603904,-67.3606,552.548,14.4324,0.715469,0.00100012,-0.00493558,-0.698626
1718164487700706048,-67.3508,551.953,14.4303,0.714955,-0.000457157,-0.00520184,-0.699151
1718164487800776960,-67.3439,551.365,14.4277,0.714765,-0.00157535,-0.00624025,-0.699335
1718164487900823040,-67.3379,550.779,14.4263,0.714694,-0.00201109,-0.00669926,-0.699402
1718164488000841984,-67.3316,550.199,14.4253,0.714489,-0.00176831,-0.00650078,-0.699614
1718164488100823040,-67.3251,549.623,14.4254,0.714609,-0.00128659,-0.00591982,-0.699498
1718164488200796928,-67.3182,549.054,14.4269,0.714921,-0.000494088,-0.0051687,-0.699186
1718164488300770048,-67.3101,548.493,14.4282,0.71519,-0.000174924,-0.00447789,-0.698916
1718164488400733952,-67.3023,547.941,14.4277,0.715617,-3.65406e-05,-0.00461836,-0.698478
1718164488500685056,-67.2942,547.397,14.426,0.716404,-9.77942e-06,-0.00501941,-0.697668
1718164488600645120,-67.2828,546.86,14.4241,0.717213,-0.000549303,-0.00506498,-0.696835
1718164488700610048,-67.2713,546.33,14.4223,0.717999,-0.000622918,-0.00545759,-0.696023
1718164488800557056,-67.2599,545.807,14.4219,0.719039,-0.00033004,-0.00595073,-0.694944
1718164488900514048,-67.2515,545.287,14.4203,0.719948,0.00163985,-0.00695379,-0.693991
1718164489000482048,-67.2378,544.773,14.4194,0.72071,0.00189627,-0.00695627,-0.693199
1718164489100444928,-67.2163,544.267,14.4209,0.721407,-0.00039151,-0.0069428,-0.692476
1718164489200399872,-67.1944,543.763,14.4228,0.722365,-0.00254879,-0.00760605,-0.691465
1718164489300371968,-67.1761,543.259,14.4235,0.723295,-0.00311425,-0.00863514,-0.690478
1718164489400356096,-67.164,542.757,14.4183,0.724053,-0.00245371,-0.0111125,-0.689651
1718164489500342016,-67.1461,542.254,14.4157,0.724601,-0.00189429,-0.0114375,-0.689071
1718164489600308992,-67.1185,541.748,14.4217,0.725165,-0.00128854,-0.00825688,-0.688525
1718164489700273920,-67.0919,541.246,14.4268,0.725648,-0.000767448,-0.00581595,-0.688042
1718164489800246016,-67.0688,540.747,14.4277,0.72574,-0.00041909,-0.00478096,-0.687953
1718164489900206080,-67.0498,540.251,14.4261,0.725792,0.000589479,-0.00507413,-0.687895
1718164490000154880,-67.0298,539.758,14.4248,0.726152,0.000870312,-0.00539274,-0.687513
1718164490100094976,-67.0076,539.268,14.4237,0.726406,0.000761192,-0.00573849,-0.687241
1718164490200092928,-66.984,538.787,14.4247,0.726678,-0.00102302,-0.00680073,-0.686944
1718164490300067072,-66.9622,538.319,14.4288,0.726854,-0.00499669,-0.0108821,-0.686688
1718164490400029952,-66.9374,537.844,14.4296,0.727041,-0.00770625,-0.0127346,-0.686433
1718164490500002048,-66.9149,537.361,14.4266,0.727131,-0.00624589,-0.0116212,-0.686372
1718164490599968000,-66.893,536.876,14.4211,0.727489,-0.0035473,-0.00910234,-0.68605
1718164490699949056,-66.8717,536.392,14.419,0.727639,-0.000498686,-0.00709111,-0.685923
1718164490799936000,-66.8478,535.911,14.4394,0.727928,0.00412798,-0.00259776,-0.685636
1718164490899937024,-66.8245,535.447,14.446,0.728211,0.00392619,-0.00246772,-0.685337
1718164490999951104,-66.8021,534.995,14.4414,0.728273,7.45336e-05,-0.00649947,-0.685256
1718164491099981056,-66.7821,534.543,14.4331,0.728286,-0.00244408,-0.0104888,-0.685189
1718164491200038912,-66.7616,534.087,14.4292,0.728475,-0.00315207,-0.0119367,-0.684961
1718164491300141056,-66.7409,533.628,14.4304,0.728528,-0.00209502,-0.0122365,-0.684904
1718164491400260096,-66.7204,533.169,14.4336,0.72854,-0.000579785,-0.0117335,-0.684903
1718164491500376064,-66.7005,532.712,14.4368,0.728562,0.000772858,-0.011518,-0.684883
1718164491600480000,-66.6796,532.26,14.4382,0.728715,0.00141981,-0.0115384,-0.684719
1718164491700583936,-66.6598,531.809,14.4397,0.728753,0.0022817,-0.0119527,-0.684668
1718164491800684032,-66.6378,531.36,14.4442,0.728581,0.00296798,-0.0112392,-0.684862
1718164491900753920,-66.6183,530.914,14.4468,0.728503,0.00372389,-0.011523,-0.684936
1718164492000794880,-66.5985,530.47,14.447,0.728533,0.00372021,-0.0119383,-0.684897
1718164492100829952,-66.5778,530.028,14.446,0.728283,0.00370994,-0.012344,-0.685155
1718164492200837888,-66.5569,529.587,14.4454,0.727957,0.00352166,-0.0123988,-0.685501
1718164492300815104,-66.538,529.145,14.4453,0.727698,0.00386533,-0.0124276,-0.685775
1718164492400788992,-66.5188,528.703,14.4459,0.727373,0.00430345,-0.0120105,-0.686124
1718164492500761088,-66.4987,528.262,14.4464,0.726972,0.00440971,-0.0114037,-0.686558
1718164492600729088,-66.477,527.822,14.447,0.726436,0.00356511,-0.0107423,-0.687141
1718164492700687104,-66.4584,527.383,14.4476,0.725886,0.00302962,-0.0107995,-0.687723
1718164492800640000,-66.4405,526.945,14.4481,0.725425,0.00237494,-0.0105171,-0.688216
1718164492900600064,-66.4222,526.507,14.4474,0.724853,0.00147411,-0.0105288,-0.688822
1718164493000558080,-66.4075,526.068,14.4462,0.724282,0.00130831,-0.0114215,-0.689408
1718164493100519936,-66.3947,525.627,14.445,0.723751,0.00166907,-0.0116597,-0.689961
1718164493200480000,-66.3801,525.183,14.4452,0.723308,0.00259073,-0.0105975,-0.690439
1718164493300428032,-66.3705,524.737,14.4442,0.72301,0.00507671,-0.0105674,-0.690738
1718164493400389888,-66.3567,524.293,14.4436,0.722683,0.00576534,-0.00933129,-0.691092
1718164493500370944,-66.3363,523.853,14.4455,0.722089,0.00412656,-0.00784291,-0.691743
1718164493600333056,-66.32,523.418,14.4478,0.722112,0.00234134,-0.00805106,-0.691725
1718164493700325120,-66.3079,522.984,14.4472,0.721943,0.00135883,-0.00899222,-0.691893
1718164493800329984,-66.2961,522.548,14.444,0.721502,0.0013476,-0.009632,-0.692344
1718164493900320000,-66.2915,522.115,14.4361,0.721472,0.00237282,-0.0119377,-0.692336
1718164494000321024,-66.2847,521.694,14.4351,0.721307,0.00121013,-0.0142494,-0.692468
1718164494100318976,-66.2668,521.268,14.4419,0.720674,-0.000365992,-0.0129972,-0.693152
1718164494200258048,-66.2486,520.84,14.4467,0.720589,0.000740645,-0.0091024,-0.693302
1718164494300261888,-66.2345,520.419,14.4441,0.720567,0.00143911,-0.00665976,-0.693352
1718164494400253952,-66.2236,520.005,14.4396,0.720083,0.00168325,-0.00624267,-0.693858
1718164494500235008,-66.217,519.597,14.4371,0.719879,0.00196763,-0.00724058,-0.694059
1718164494600214016,-66.212,519.187,14.4487,0.719736,0.00519642,-0.00558288,-0.694206
1718164494700183040,-66.2034,518.786,14.4536,0.719637,0.00561665,-0.0053274,-0.694307
1718164494800147968,-66.1932,518.396,14.4449,0.719541,0.00313,-0.00701456,-0.694408
1718164494900128000,-66.1819,518.009,14.434,0.719309,0.000367443,-0.00874677,-0.694635
1718164495000109056,-66.1711,517.618,14.4303,0.719096,-0.000662386,-0.00878815,-0.694855
1718164495100089088,-66.1624,517.225,14.4333,0.719045,-0.000219085,-0.00830675,-0.694913
1718164495200072960,-66.1549,516.832,14.4354,0.719027,-0.000116318,-0.00854027,-0.69493
1718164495300076032,-66.1478,516.436,14.434,0.718841,-0.000458459,-0.00950478,-0.695109
1718164495400055040,-66.1402,516.033,14.4314,0.718642,-0.000642111,-0.00993793,-0.695308
1718164495500035072,-66.1314,515.621,14.4306,0.71851,-0.000404767,-0.00933638,-0.695454
1718164495600005888,-66.122,515.202,14.4305,0.71842,-0.000274131,-0.00880998,-0.695554
1718164495699983104,-66.1121,514.775,14.4308,0.718294,-0.000308238,-0.00816455,-0.695691
1718164495799964928,-66.1024,514.34,14.4312,0.717972,-8.67203e-05,-0.00744589,-0.696032
1718164495899945984,-66.0955,513.897,14.43,0.717686,0.000187072,-0.00745724,-0.696327
1718164495999952896,-66.0908,513.447,14.4266,0.717374,0.000468426,-0.00824423,-0.696639
1718164496099983872,-66.0836,512.988,14.4236,0.717045,0.000291704,-0.0083133,-0.696977
1718164496200037120,-66.075,512.521,14.4225,0.716742,-3.07301e-05,-0.00798598,-0.697292
1718164496300119040,-66.0676,512.046,14.4216,0.716402,-0.000315961,-0.0079354,-0.697642
1718164496400220928,-66.0617,511.564,14.4198,0.716067,-0.000715691,-0.00827169,-0.697982
1718164496500337920,-66.0558,511.075,14.4182,0.715787,-0.00125462,-0.00872662,-0.698263
1718164496600457984,-66.0507,510.578,14.4168,0.715522,-0.00145609,-0.00911334,-0.69853
1718164496700570880,-66.044,510.073,14.416,0.715185,-0.00189849,-0.0088829,-0.698877
1718164496800658944,-66.0395,509.561,14.4159,0.715071,-0.00170811,-0.00897891,-0.698992
1718164496900722944,-66.0343,509.041,14.4156,0.715119,-0.00144878,-0.00866464,-0.698947
1718164497000759040,-66.0278,508.513,14.416,0.715207,-0.000878867,-0.00792069,-0.698867
1718164497100759040,-66.0228,507.981,14.4159,0.715447,-0.00015403,-0.00762439,-0.698626
1718164497200734976,-66.017,507.444,14.416,0.715767,0.000413843,-0.00737104,-0.6983
1718164497300691968,-66.0118,506.904,14.4157,0.71621,0.00113321,-0.00771024,-0.697842
1718164497400637952,-66.0052,506.362,14.4139,0.716674,0.00139963,-0.00817522,-0.697359
1718164497500587008,-65.9976,505.816,14.4114,0.717128,0.00130769,-0.00886204,-0.696884
1718164497600537088,-65.9876,505.267,14.4098,0.71763,0.000396583,-0.00925156,-0.696363
1718164497700494080,-65.9745,504.714,14.4092,0.718108,-0.000665992,-0.00954395,-0.695866
1718164497800463872,-65.9638,504.154,14.4093,0.718667,-0.00067399,-0.00995433,-0.695283
1718164497900443904,-65.9539,503.59,14.4091,0.719129,-0.00057651,-0.0108803,-0.694791
1718164498000424960,-65.9415,503.02,14.4098,0.71966,-0.000894691,-0.0114039,-0.694233
1718164498100413952,-65.9243,502.443,14.4128,0.720016,-0.00109186,-0.0102992,-0.69388
1718164498200392960,-65.9065,501.863,14.4147,0.720433,-0.00144871,-0.00939899,-0.693459
1718164498300369920,-65.8896,501.281,14.4161,0.720945,-0.00231277,-0.00970456,-0.692921
1718164498400358912,-65.8734,500.693,14.4193,0.72121,-0.00220429,-0.0099099,-0.692642
1718164498500344064,-65.8576,500.1,14.4213,0.721518,-0.00167259,-0.00993218,-0.692323
1718164498600336896,-65.841,499.504,14.4215,0.721886,-0.00157002,-0.0101496,-0.691935
1718164498700332032,-65.8209,498.904,14.4245,0.722071,-0.00159348,-0.00939942,-0.691753
1718164498800328960,-65.8025,498.3,14.4283,0.72225,-0.0010211,-0.00900602,-0.691572
1718164498900323072,-65.7866,497.694,14.4298,0.722345,-0.00057432,-0.00960838,-0.691466
1718164499000316928,-65.7703,497.086,14.4305,0.722266,-0.000338559,-0.0102667,-0.691539
1718164499100304896,-65.7537,496.475,14.4321,0.722101,5.83815e-06,-0.0106556,-0.691706
1718164499200291072,-65.7371,495.861,14.4344,0.721917,-3.86007e-05,-0.0111345,-0.69189
1718164499300271104,-65.7211,495.246,14.4369,0.721669,-0.000190691,-0.0119038,-0.692136
1718164499400244992,-65.7061,494.629,14.4395,0.721359,-6.3157e-05,-0.0125779,-0.692447
1718164499500218112,-65.691,494.008,14.4422,0.721055,-0.000108494,-0.0129083,-0.692758
1718164499600199936,-65.6753,493.385,14.4456,0.72071,-3.01402e-05,-0.0128534,-0.693118
1718164499700203008,-65.6605,492.757,14.4491,0.720265,0.000836789,-0.0120729,-0.693593
1718164499800186112,-65.6481,492.125,14.4519,0.719799,0.0022602,-0.0113006,-0.694087
1718164499900171008,-65.6374,491.492,14.454,0.719332,0.00372994,-0.010867,-0.694572
1718164500000154880,-65.6239,490.86,14.4567,0.71878,0.00358126,-0.0104426,-0.69515
1718164500100111104,-65.6103,490.228,14.4562,0.718289,0.00260847,-0.0105951,-0.695659
1718164500200112128,-65.5977,489.593,14.4535,0.717903,0.00162584,-0.0107104,-0.696058
1718164500300038912,-65.5886,488.957,14.4516,0.717551,0.00180494,-0.0112799,-0.696412
1718164500399990016,-65.5811,488.317,14.4537,0.717504,0.00325661,-0.0110353,-0.69646
1718164500499973888,-65.5753,487.676,14.4545,0.717689,0.00559144,-0.0109478,-0.696255
1718164500599934976,-65.5607,487.039,14.4537,0.717924,0.00483869,-0.00952171,-0.696039
1718164500699919104,-65.5407,486.406,14.4542,0.718005,0.0024457,-0.00831831,-0.695983
1718164500799898880,-65.5242,485.775,14.4545,0.718406,0.00126264,-0.00800642,-0.695577
1718164500899911936,-65.5145,485.146,14.4508,0.718778,0.000997207,-0.00965016,-0.695172
1718164500999969024,-65.5009,484.516,14.4495,0.719054,0.000469265,-0.00950882,-0.694889
1718164501100047872,-65.4819,483.885,14.4529,0.719431,0.000351467,-0.0075939,-0.694523
1718164501200157952,-65.4625,483.257,14.4544,0.719944,-0.000204219,-0.00627353,-0.694004
